,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
811,812,S976074,student,K-12,Law,Assessment Assistant,coding help,2,23,15,56,7,"For my class I relied on the Assessment Assistant for coding help in Law at the K-12 level; it reduced my effort on key goals slightly.  Feeling optimism, I observed improved strategies and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, considerably optimistic. (note 77eda2)",positive,0.621,0.865,optimism,83,88,5,1,3,7,5,4,4,5,5,2,3,0,12/6/2023 23:24
812,813,S592123,student,K-12,Engineering,Quiz Generator,language translation,2,27,15,48,4,"For my class I relied on the Quiz Generator for language translation in Engineering at the K-12 level; it clarified key goals slightly.  Feeling neutral, I noticed little difference and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 157fd7)",neutral,0.061,0.572,neutral,66,74,8,3,3,6,4,4,2,2,3,3,4,1,2/23/2023 23:32
813,814,S530532,student,K-12,Economics,AI Tutor,brainstorming,4,35,10,72,14,"I have been using the AI Tutor for brainstorming in Economics at the K-12 level; it kept me engaged with key goals . – Feeling anticipation, I had to double-check suggestions and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 30f316)",neutral,-0.017,0.339,anticipation,76,91,15,3,3,11,4,2,4,2,3,2,3,0,11/20/2023 20:26
814,815,S864249,student,K-12,Physics,LLM Assistant,coding help,3,24,8,38,13,"I tried the LLM Assistant for coding help in Physics at the K-12 level; it clarified key goals slightly. — Feeling joy, my class outcomes improved and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 58a857)",positive,0.602,0.401,joy,63,79,16,4,3,8,5,2,4,4,5,3,3,0,7/31/2024 11:42
815,816,S931046,student,professional-development,Mathematics,Concept Mapper,coding help,2,36,23,29,5,"In this course I tested the Concept Mapper for coding help in Mathematics at the professional-development level; it kept me engaged with key goals . – Feeling anticipation, I observed improved strategies and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note bf5ab5)",positive,0.612,0.812,anticipation,79,95,16,2,3,6,5,4,4,3,5,2,3,1,1/24/2023 23:46
816,817,S654797,student,K-12,English,Speech Coach,exam revision,3,24,11,44,6,"I tried the Speech Coach for exam revision in English at the K-12 level; it kept me engaged with key goals considerably.  Feeling anticipation, I finished tasks faster than usual and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 045da4)",positive,0.291,0.849,anticipation,37,50,13,5,2,5,4,3,3,4,4,2,3,0,6/19/2023 18:01
817,818,S281781,student,undergraduate,Engineering,AI Tutor,quiz practice,3,29,25,65,11,"I tried the AI Tutor for quiz practice in Engineering at the undergraduate level; it improved my confidence with key goals noticeably. — Feeling trust, participation increased and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, significantly optimistic. (note a6684d)",positive,0.713,0.751,trust,66,82,16,4,2,7,3,4,4,5,4,4,4,0,1/29/2023 17:43
818,819,S246692,student,undergraduate,Engineering,Quiz Generator,summarization,4,41,13,25,6,"For my class I relied on the Quiz Generator for summarization in Engineering at the undergraduate level; it guided my practice for key goals noticeably. – Feeling joy, participation increased and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note f21f5f)",positive,0.852,0.673,joy,55,61,6,2,3,10,4,5,4,4,5,3,3,0,10/18/2023 11:21
819,820,S610544,student,undergraduate,Chemistry,Speech Coach,brainstorming,3,20,23,98,8,"Recently I explored the Speech Coach for brainstorming in Chemistry at the undergraduate level; it reduced my effort on key goals significantly. – Feeling surprise, I observed improved strategies and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note de17c9)",positive,0.76,0.6,surprise,80,100,20,2,3,6,3,4,4,5,3,4,1,0,2/9/2023 20:03
820,821,S773057,student,undergraduate,Sociology,Explainability Bot,proofreading,1,27,12,51,10,"For my class I relied on the Explainability Bot for proofreading in Sociology at the undergraduate level; it kept me engaged with key goals slightly.  Feeling trust, students made fewer mistakes and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 764de3)",positive,0.687,0.898,trust,53,58,5,3,4,7,5,3,3,5,5,3,2,0,2/16/2024 8:12
821,822,S557370,student,K-12,Engineering,Code Copilot,quiz practice,1,32,23,59,10,"In this course I tested the Code Copilot for quiz practice in Engineering at the K-12 level; it improved my confidence with key goals . – Feeling surprise, I observed improved strategies and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 381354)",positive,0.809,0.498,surprise,66,75,9,2,2,4,5,4,4,5,5,3,3,0,6/17/2024 11:20
822,823,S667415,student,K-12,Business,Curriculum Planner,summarization,3,22,19,40,6,"I have been using the Curriculum Planner for summarization in Business at the K-12 level; it clarified key goals moderately.Feeling anger, it added extra steps and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 4a2077)",negative,-0.499,0.814,anger,65,64,-1,3,3,12,3,3,2,3,3,5,4,1,10/26/2023 15:39
823,824,S565190,student,K-12,Business,AI Writing Helper,coding help,2,22,19,73,3,"I adopted the AI Writing Helper for coding help in Business at the K-12 level; it streamlined my work on key goals noticeably. – Feeling anger, the advice felt generic and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note a15783)",negative,-0.771,0.786,anger,84,86,2,1,3,10,4,2,3,4,3,5,5,0,2/6/2023 12:19
824,825,S201037,student,undergraduate,Computer Science,Code Copilot,writing feedback,2,28,15,63,12,"Recently I explored the Code Copilot for writing feedback in Computer Science at the undergraduate level; it gave me better feedback about key goals significantly. Feeling optimism, my class outcomes improved and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 1e26ee)",positive,0.948,0.592,optimism,76,85,9,1,3,0,4,5,4,3,4,2,3,0,5/29/2023 19:53
825,826,S176301,student,K-12,Biology,Assessment Assistant,quiz practice,1,27,14,74,9,"I briefly used the Assessment Assistant for quiz practice in Biology at the K-12 level; it helped me grasp key goals considerably.  Feeling anticipation, study sessions were more focused and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 9615f9)",positive,0.386,0.85,anticipation,55,72,17,2,4,8,5,4,4,4,4,1,4,0,7/25/2024 17:10
826,827,S373993,student,undergraduate,Psychology,Concept Mapper,writing feedback,3,27,9,36,3,"I adopted the Concept Mapper for writing feedback in Psychology at the undergraduate level; it improved my confidence with key goals slightly.Feeling neutral, results were mixed and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is neutral, moderately optimistic. (note ad5d98)",neutral,0.095,0.521,neutral,75,76,1,1,4,4,2,1,3,5,4,4,2,0,9/10/2024 5:01
827,828,S346742,student,undergraduate,Art and Design,Code Copilot,summarization,4,22,25,98,10,"I adopted the Code Copilot for summarization in Art and Design at the undergraduate level; it streamlined my work on key goals moderately.  Feeling surprise, my class outcomes improved and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, slightly optimistic. (note fdd8a2)",positive,0.272,0.582,surprise,46,59,13,2,3,9,5,5,4,4,3,3,3,0,6/7/2024 1:29
828,829,S906661,student,K-12,Psychology,Concept Mapper,note organization,4,32,20,58,7,"I experimented with the Concept Mapper for note organization in Psychology at the K-12 level; it reduced my effort on key goals considerably.Feeling anticipation, I noticed little difference and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 9f85b2)",neutral,-0.029,0.668,anticipation,84,95,11,3,2,9,3,4,5,4,4,2,3,0,6/22/2024 7:10
829,830,S454084,student,undergraduate,Art and Design,Assessment Assistant,brainstorming,1,22,24,87,7,"I have been using the Assessment Assistant for brainstorming in Art and Design at the undergraduate level; it helped me grasp key goals significantly. Feeling neutral, I noticed little difference and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note b248e2)",neutral,-0.083,0.257,neutral,39,52,13,3,3,1,4,3,3,1,2,5,2,0,9/6/2024 12:57
830,831,S803231,student,K-12,Business,Assessment Assistant,summarization,3,25,18,67,4,"I experimented with the Assessment Assistant for summarization in Business at the K-12 level; it improved my confidence with key goals slightly.  Feeling surprise, my class outcomes improved and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 2ff770)",positive,0.783,0.547,surprise,68,80,12,1,3,6,3,5,5,4,4,1,3,0,11/12/2023 21:42
831,832,S338132,student,undergraduate,Economics,AI Tutor,brainstorming,3,28,11,53,9,"Recently I explored the AI Tutor for brainstorming in Economics at the undergraduate level; it kept me engaged with key goals . — Feeling fear, it sometimes confused me and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note e905d5)",negative,-0.662,0.626,fear,51,64,13,2,1,5,4,1,4,3,3,4,5,0,11/19/2023 19:36
832,833,S634050,student,undergraduate,Physics,Explainability Bot,concept explanation,1,23,14,67,5,"I briefly used the Explainability Bot for concept explanation in Physics at the undergraduate level; it helped me grasp key goals significantly. – Feeling trust, my class outcomes improved and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 125306)",positive,0.818,0.647,trust,59,69,10,2,4,4,4,4,4,5,3,2,2,1,1/25/2023 18:50
833,834,S248901,student,undergraduate,Business,Quiz Generator,brainstorming,2,32,17,70,8,"In this course I tested the Quiz Generator for brainstorming in Business at the undergraduate level; it made it easier to understand key goals moderately.  Feeling optimism, students made fewer mistakes and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 0a264d)",positive,0.421,0.418,optimism,88,100,12,4,4,3,4,3,3,4,3,3,4,0,1/12/2024 20:22
834,835,S286998,student,K-12,Law,Code Copilot,writing feedback,5,28,21,43,9,"I experimented with the Code Copilot for writing feedback in Law at the K-12 level; it streamlined my work on key goals considerably. – Feeling sadness, it distracted from core skills and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note a7a254)",negative,-0.263,0.823,sadness,60,61,1,2,3,6,4,2,4,3,2,5,4,0,2/1/2024 7:48
835,836,S902729,student,K-12,Chemistry,AI Tutor,summarization,2,32,13,59,3,"I experimented with the AI Tutor for summarization in Chemistry at the K-12 level; it sped up my study of key goals considerably. – Feeling neutral, the impact was modest and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 43078d)",neutral,-0.003,0.549,neutral,72,64,-8,1,2,8,2,4,3,3,1,4,3,0,8/6/2023 13:31
836,837,S489153,student,undergraduate,Computer Science,AI Tutor,brainstorming,2,28,24,56,12,"Recently I explored the AI Tutor for brainstorming in Computer Science at the undergraduate level; it guided my practice for key goals moderately.  Feeling anticipation, I finished tasks faster than usual and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note ff318b)",positive,0.709,0.418,anticipation,66,76,10,3,5,9,4,5,5,4,5,3,1,0,9/16/2024 6:48
837,838,S305413,student,K-12,Business,Quiz Generator,note organization,4,16,22,43,6,"In this course I tested the Quiz Generator for note organization in Business at the K-12 level; it made it easier to understand key goals significantly.Feeling anticipation, results were mixed and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note c58417)",neutral,0.059,0.564,anticipation,67,70,3,3,3,12,3,3,3,3,2,3,3,0,8/12/2024 4:41
838,839,S941007,student,K-12,Computer Science,Explainability Bot,coding help,5,14,17,30,16,"I evaluated the Explainability Bot for coding help in Computer Science at the K-12 level; it kept me engaged with key goals slightly.Feeling anticipation, study sessions were more focused and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 7b1352)",positive,0.641,0.642,anticipation,63,80,17,1,3,8,5,5,4,5,4,2,3,0,2/11/2023 6:29
839,840,S122312,student,K-12,English,Explainability Bot,writing feedback,3,21,20,60,5,"Recently I explored the Explainability Bot for writing feedback in English at the K-12 level; it sped up my study of key goals .  Feeling surprise, my class outcomes improved and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 2cd15a)",positive,0.479,0.842,surprise,53,75,22,2,3,11,3,4,4,5,4,3,3,0,5/17/2024 13:48
840,841,S938079,student,undergraduate,Biology,AI Tutor,quiz practice,3,31,7,87,4,"I have been using the AI Tutor for quiz practice in Biology at the undergraduate level; it helped me grasp key goals significantly.  Feeling neutral, I noticed little difference and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 09c726)",neutral,-0.014,0.362,neutral,67,76,9,1,2,6,3,3,3,4,3,3,3,0,3/17/2023 10:52
841,842,S124844,student,undergraduate,English,Code Copilot,note organization,3,19,9,48,6,"I regularly use the Code Copilot for note organization in English at the undergraduate level; it improved my confidence with key goals moderately. Feeling anticipation, I finished tasks faster than usual and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 177355)",positive,0.792,0.641,anticipation,47,52,5,4,3,7,5,5,4,5,3,1,2,0,8/22/2023 14:13
842,843,S325471,student,undergraduate,Business,Quiz Generator,quiz practice,3,29,32,90,8,"In this course I tested the Quiz Generator for quiz practice in Business at the undergraduate level; it clarified key goals slightly.Feeling joy, I observed improved strategies and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 87b2dc)",positive,0.701,0.619,joy,55,60,5,3,2,7,4,4,5,4,5,2,2,0,3/27/2024 14:48
843,844,S359310,student,K-12,Business,Code Copilot,coding help,4,5,21,44,6,"I adopted the Code Copilot for coding help in Business at the K-12 level; it guided my practice for key goals moderately.Feeling optimism, study sessions were more focused and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 58ff04)",positive,0.619,0.503,optimism,50,61,11,1,2,7,5,4,4,3,4,2,3,0,3/22/2024 21:49
844,845,S116474,student,K-12,English,LLM Assistant,exam revision,2,18,18,27,10,"I experimented with the LLM Assistant for exam revision in English at the K-12 level; it kept me engaged with key goals .Feeling joy, students made fewer mistakes and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note b89972)",positive,0.465,0.881,joy,90,100,10,1,2,7,4,4,4,3,4,3,3,0,1/4/2023 8:55
845,846,S562736,student,K-12,Physics,Code Copilot,quiz practice,1,27,18,69,1,"For my class I relied on the Code Copilot for quiz practice in Physics at the K-12 level; it improved my confidence with key goals significantly. Feeling surprise, my class outcomes improved and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 0fcb73)",positive,0.826,0.455,surprise,51,57,6,3,2,1,3,4,5,5,5,1,3,0,4/30/2024 16:57
846,847,S235551,student,K-12,Education,AI Writing Helper,quiz practice,2,30,16,62,3,"I evaluated the AI Writing Helper for quiz practice in Education at the K-12 level; it sped up my study of key goals slightly. — Feeling joy, I observed improved strategies and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note afbede)",positive,0.473,0.428,joy,62,70,8,3,1,2,4,3,5,4,4,2,3,0,6/2/2023 16:22
847,848,S683618,student,K-12,Biology,Concept Mapper,concept explanation,3,23,17,59,0,"In this course I tested the Concept Mapper for concept explanation in Biology at the K-12 level; it sped up my study of key goals considerably. – Feeling optimism, my class outcomes improved and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 1e72b3)",positive,0.59,0.518,optimism,34,49,15,3,3,7,5,3,3,4,3,3,3,0,2/29/2024 17:00
848,849,S644510,student,undergraduate,English,AI Writing Helper,summarization,2,35,21,57,5,"I evaluated the AI Writing Helper for summarization in English at the undergraduate level; it sped up my study of key goals considerably. — Feeling anticipation, study sessions were more focused and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 1de1f1)",positive,0.321,0.524,anticipation,82,90,8,4,5,6,5,5,4,4,5,3,3,0,5/28/2024 6:47
849,850,S475182,student,K-12,Education,Explainability Bot,concept explanation,1,23,21,60,7,"I regularly use the Explainability Bot for concept explanation in Education at the K-12 level; it improved my confidence with key goals considerably. – Feeling anxiety, it distracted from core skills and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is negative, moderately optimistic. (note 98318d)",negative,-0.499,0.788,anxiety,55,53,-2,3,2,8,2,2,2,3,2,3,5,1,4/1/2023 14:54
850,851,S299830,student,K-12,Mathematics,Concept Mapper,writing feedback,2,31,25,81,1,"In this course I tested the Concept Mapper for writing feedback in Mathematics at the K-12 level; it helped me grasp key goals slightly. — Feeling anticipation, it was acceptable overall and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 1f4298)",neutral,-0.025,0.383,anticipation,59,67,8,2,2,11,3,2,3,2,3,3,3,0,3/4/2024 0:14
851,852,S172215,student,K-12,Law,AI Writing Helper,summarization,0,40,16,35,5,"For my class I relied on the AI Writing Helper for summarization in Law at the K-12 level; it made it easier to understand key goals slightly. Feeling trust, students made fewer mistakes and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 2a099c)",positive,0.819,0.803,trust,51,66,15,1,2,8,4,5,2,2,4,2,4,0,2/18/2024 4:45
852,853,S753271,student,K-12,Economics,LLM Assistant,quiz practice,2,32,11,68,2,"I adopted the LLM Assistant for quiz practice in Economics at the K-12 level; it helped me grasp key goals considerably.  Feeling neutral, results were mixed and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note 8e0a66)",neutral,-0.061,0.514,neutral,31,31,0,1,3,6,4,4,1,4,3,4,4,0,5/9/2023 23:04
853,854,S650021,student,K-12,Art and Design,AI Writing Helper,coding help,2,29,11,29,11,"I tried the AI Writing Helper for coding help in Art and Design at the K-12 level; it sped up my study of key goals considerably.Feeling fear, it distracted from core skills and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 56ccc7)",negative,-0.697,0.855,fear,56,57,1,3,4,4,2,4,2,3,3,4,4,0,8/26/2023 20:41
854,855,S293937,student,graduate,Business,Concept Mapper,language translation,3,23,29,73,5,"I tried the Concept Mapper for language translation in Business at the graduate level; it improved my confidence with key goals slightly. – Feeling joy, participation increased and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 3f5728)",positive,0.862,0.637,joy,59,63,4,2,2,7,3,3,3,4,4,3,3,0,3/14/2024 10:16
855,856,S693559,student,undergraduate,Education,Quiz Generator,writing feedback,3,28,30,61,7,"I tried the Quiz Generator for writing feedback in Education at the undergraduate level; it reduced my effort on key goals slightly. Feeling trust, we could tackle harder problems and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note a96d2b)",positive,0.444,0.6,trust,72,84,12,2,2,2,5,2,3,5,5,3,2,0,1/10/2024 9:14
856,857,S331651,student,undergraduate,Business,Speech Coach,coding help,2,25,16,37,7,"I have been using the Speech Coach for coding help in Business at the undergraduate level; it gave me better feedback about key goals slightly.  Feeling trust, I observed improved strategies and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note baa163)",positive,0.474,0.845,trust,57,69,12,2,2,11,3,3,5,4,4,2,1,0,8/28/2023 19:24
857,858,S975491,student,K-12,Business,Speech Coach,exam revision,2,5,25,58,2,"I adopted the Speech Coach for exam revision in Business at the K-12 level; it kept me engaged with key goals noticeably.  Feeling optimism, I felt more motivated and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 741f77)",positive,0.582,0.886,optimism,52,68,16,2,4,8,4,5,4,4,3,5,3,0,4/15/2024 8:03
858,859,S662189,student,K-12,Psychology,Speech Coach,coding help,2,27,19,64,13,"I regularly use the Speech Coach for coding help in Psychology at the K-12 level; it guided my practice for key goals . — Feeling surprise, participation increased and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 0c891e)",positive,0.639,0.527,surprise,70,86,16,2,3,10,2,1,4,3,3,3,2,0,1/3/2023 3:45
859,860,S266658,student,K-12,Chemistry,Quiz Generator,language translation,2,27,12,66,6,"I regularly use the Quiz Generator for language translation in Chemistry at the K-12 level; it reduced my effort on key goals noticeably.  Feeling anger, I worried about accuracy and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is negative,  optimistic. (note 3010c8)",negative,-0.915,0.8,anger,56,55,-1,3,2,8,2,2,2,3,2,4,5,0,9/12/2024 5:57
860,861,S429664,student,undergraduate,Engineering,Explainability Bot,quiz practice,2,30,25,47,11,"I experimented with the Explainability Bot for quiz practice in Engineering at the undergraduate level; it improved my confidence with key goals . Feeling optimism, we could tackle harder problems and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, significantly optimistic. (note eb5769)",positive,0.578,0.816,optimism,71,87,16,4,2,3,5,2,3,4,4,3,2,0,6/30/2024 11:03
861,862,S917460,student,K-12,English,AI Writing Helper,writing feedback,2,28,8,58,0,"Recently I explored the AI Writing Helper for writing feedback in English at the K-12 level; it reduced my effort on key goals . – Feeling neutral, I had to double-check suggestions and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note edf9bf)",neutral,0.063,0.374,neutral,64,72,8,1,2,9,4,2,3,3,2,3,4,0,9/24/2023 16:57
862,863,S406493,student,K-12,Economics,LLM Assistant,concept explanation,4,31,27,95,3,"In this course I tested the LLM Assistant for concept explanation in Economics at the K-12 level; it gave me better feedback about key goals . — Feeling neutral, I had to double-check suggestions and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 4f4a55)",neutral,-0.009,0.432,neutral,69,66,-3,1,1,8,5,2,4,3,4,4,2,0,1/24/2024 9:35
863,864,S823152,student,undergraduate,Computer Science,LLM Assistant,writing feedback,1,13,10,64,11,"For my class I relied on the LLM Assistant for writing feedback in Computer Science at the undergraduate level; it made it easier to understand key goals . – Feeling anger, I worried about accuracy and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note eb2741)",negative,-0.57,0.901,anger,71,68,-3,2,1,3,3,3,3,3,2,5,5,0,9/23/2023 3:03
864,865,S481114,student,graduate,Engineering,AI Tutor,coding help,1,33,3,70,13,"I regularly use the AI Tutor for coding help in Engineering at the graduate level; it clarified key goals significantly. — Feeling optimism, I felt more motivated and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 4e9663)",positive,0.51,0.799,optimism,63,76,13,1,2,12,5,5,3,3,4,2,2,0,7/8/2024 11:01
865,866,S128357,student,K-12,Engineering,LLM Assistant,proofreading,3,40,10,61,4,"In this course I tested the LLM Assistant for proofreading in Engineering at the K-12 level; it reduced my effort on key goals moderately. — Feeling sadness, it sometimes confused me and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is negative, considerably optimistic. (note b82f4d)",negative,-0.638,0.887,sadness,76,82,6,1,5,3,2,2,4,3,3,5,3,0,1/18/2024 16:50
866,867,S959024,student,K-12,Law,Speech Coach,concept explanation,1,30,17,65,11,"I have been using the Speech Coach for concept explanation in Law at the K-12 level; it helped me grasp key goals significantly. – Feeling anger, it sometimes confused me and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 41dadb)",negative,-0.632,0.726,anger,77,83,6,2,3,12,3,4,4,3,3,4,3,0,2/13/2024 20:49
867,868,S931879,student,K-12,Sociology,AI Tutor,quiz practice,2,27,11,79,11,"I tried the AI Tutor for quiz practice in Sociology at the K-12 level; it guided my practice for key goals noticeably.Feeling trust, I finished tasks faster than usual and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 9f1062)",positive,0.741,0.401,trust,78,87,9,4,5,3,5,4,5,3,5,3,3,0,8/25/2024 22:10
868,869,S718677,student,undergraduate,Chemistry,LLM Assistant,writing feedback,2,24,16,56,12,"I briefly used the LLM Assistant for writing feedback in Chemistry at the undergraduate level; it improved my confidence with key goals moderately.Feeling fear, it distracted from core skills and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 8550ae)",negative,-0.367,0.672,fear,59,74,15,1,3,7,2,2,1,4,2,3,2,0,12/17/2023 0:31
869,870,S297062,student,K-12,Engineering,LLM Assistant,proofreading,2,18,15,77,13,"I have been using the LLM Assistant for proofreading in Engineering at the K-12 level; it improved my confidence with key goals moderately. – Feeling anticipation, the impact was modest and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is neutral, significantly optimistic. (note 2f8468)",neutral,0.035,0.408,anticipation,78,85,7,3,3,8,3,2,5,2,2,3,5,1,7/1/2024 5:16
870,871,S132634,student,professional-development,Economics,AI Writing Helper,concept explanation,3,20,16,87,2,"Recently I explored the AI Writing Helper for concept explanation in Economics at the professional-development level; it sped up my study of key goals slightly. — Feeling optimism, we could tackle harder problems and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, noticeably optimistic. (note 2a06fe)",positive,0.798,0.469,optimism,50,51,1,2,2,8,5,4,5,4,4,3,3,0,7/12/2024 9:23
871,872,S808044,student,K-12,Biology,Code Copilot,proofreading,0,7,25,44,5,"I experimented with the Code Copilot for proofreading in Biology at the K-12 level; it guided my practice for key goals considerably. – Feeling trust, participation increased and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note ad3ee6)",positive,0.452,0.867,trust,72,91,19,2,4,3,3,2,4,4,4,4,1,0,6/3/2023 22:26
872,873,S891011,student,K-12,Art and Design,AI Tutor,note organization,5,26,5,76,15,"In this course I tested the AI Tutor for note organization in Art and Design at the K-12 level; it guided my practice for key goals .  Feeling joy, my class outcomes improved and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note b1982d)",positive,0.899,0.518,joy,64,71,7,3,4,0,4,4,2,4,3,2,4,0,5/11/2024 14:47
873,874,S288475,student,undergraduate,History,Concept Mapper,quiz practice,4,24,17,40,6,"For my class I relied on the Concept Mapper for quiz practice in History at the undergraduate level; it clarified key goals considerably. Feeling neutral, I had to double-check suggestions and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note f8828b)",neutral,-0.088,0.441,neutral,88,93,5,1,2,6,4,2,4,3,3,4,5,0,12/17/2023 6:11
874,875,S455157,student,K-12,English,Speech Coach,proofreading,1,24,21,57,3,"I adopted the Speech Coach for proofreading in English at the K-12 level; it sped up my study of key goals slightly.  Feeling surprise, I observed improved strategies and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 3f62c0)",positive,0.492,0.863,surprise,59,78,19,2,2,5,3,3,5,4,5,2,3,1,4/2/2024 15:00
875,876,S774750,student,undergraduate,Education,Curriculum Planner,coding help,3,32,28,58,2,"I evaluated the Curriculum Planner for coding help in Education at the undergraduate level; it made it easier to understand key goals slightly. – Feeling neutral, it was acceptable overall and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 505f94)",neutral,-0.044,0.356,neutral,74,90,16,3,3,7,2,2,4,4,5,3,3,0,2/26/2023 2:50
876,877,S362672,student,graduate,Physics,Curriculum Planner,coding help,1,19,14,32,12,"I experimented with the Curriculum Planner for coding help in Physics at the graduate level; it helped me grasp key goals moderately. Feeling optimism, I finished tasks faster than usual and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 9cf640)",positive,0.825,0.635,optimism,39,59,20,3,2,7,4,5,5,5,3,3,2,0,7/15/2024 23:13
